Title,Release Year,Duration,Director,Actor 1,Actor 2,Genre
Still Alice,2014,99 min.,"Richard Glatzer, Wash Westmoreland",Julianne Moore,Alec Baldwin,Drama
Bedknobs and Broomsticks,1971,139 min.,Robert Stevenson,Angela Lansbury,David Tomlinson,Adventure
Go West,1925,69 min.,Buster Keaton,Buster Keaton,Howard Truesdale,Adventure Comedy
Lonely Are the Brave,1962,107 min.,David Miller,Kirk Douglas,Gena Rowlands,Drama
Muppet Treasure Island,1996,99 min.,Brian Henson,Tim Curry,Kevin Bishop,Adventure
At Close Range,1986,111 min.,James Foley,Sean Penn,Crispin Glover,Based-on-a-True-Story
Bachelor Party,1984,105 min.,Neal Israel,Adrian Zmed,Robert Prescott,Comedy
Love Streams,1984,141 min.,John Cassavetes,Gena Rowlands,John Cassavetes,Drama
Tango & Cash,1989,104 min.,Andrey Konchalovskiy,Sylvester Stallone,Kurt Russell,Action
"The Russians Are Coming, the Russians Are Coming!",1966,126 min.,Norman Jewison,Carl Reiner,John Phillip Law,Comedy of Errors
The Diary of Anne Frank,1959,180 min.,George Stevens,Millie Perkins,Joseph Schildkraut,Based-on-a-True-Story
Tristram Shandy: A Cock and Bull Story,2005,94 min.,Michael Winterbottom,Steve Coogan,Raymond Waring,Based-on-18th-Century-Literature
John Adams,2008,501 min.,Tom Hooper,Paul Giamatti,Laura Linney,Based-on-a-True-Story
Flatliners,1990,115 min.,Joel Schumacher,Kevin Bacon,Kiefer Sutherland,Psychological Thriller
Widows,2018,128 min.,Steve McQueen,Viola Davis,Michelle Rodriguez,Based-on-Television
TRON: Legacy,2010,125 min.,Joseph Kosinski,Jeff Bridges,Garrett Hedlund,Action
Pig,2021,92 min.,Michael Sarnoski,Nicolas Cage,Alex Wolff,Drama
The Thin Man Goes Home,1945,100 min.,Richard Thorpe,William Powell,Gloria de Haven,Comedy Thriller
Lilya 4-Ever,2002,109 min.,Lukas Moodysson,Elina Benenson,Oksana Akinshina,Based-on-a-True-Story
Tigerland,2000,101 min.,Joel Schumacher,Colin Farrell,Matthew Davis,Drama
The Bachelor and the Bobby-Soxer,1947,95 min.,Irving Reis,Cary Grant,Myrna Loy,Comedy
Bad Taste,1987,91 min.,Peter Jackson,Terry Potter,Pete O'Herne,Action Comedy
The Brother from Another Planet,1984,108 min.,John Sayles,Joe Morton,Darryl Edwards,Comedy
Son of Rambow,2008,96 min.,Garth Jennings,Bill Milner,Will Poulter,Childhood Drama
Pitch Perfect,2012,112 min.,Jason Moore,Elizabeth Banks,Anna Kendrick,Based-on-21st-Century-Literature
The End of the Tour,2015,106 min.,James Ponsoldt,Jason Segel,Jesse Eisenberg,Based-on-a-True-Story
Sherlock: The Great Game,2010,90 min.,Paul McGuigan,Benedict Cumberbatch,Martin Freeman,Detective Film
Encanto,2021,99 min.,"Jared Bush, Byron Howard, Charise Castro Smith",Stephanie Beatriz,María Cecilia Botero,Animation
Megamind,2010,96 min.,Tom McGrath,Will Ferrell,Brad Pitt,Action Comedy
Brighton Rock,1947,92 min.,John Boulting,Richard Attenborough,Carol Marsh,Based-on-20th-Century-Literature
A Boy and His Dog,1975,91 min.,L.Q. Jones,Don Johnson,Susanne Benton,Based-on-20th-Century-Literature
Half Baked,1998,82 min.,Tamra Davis,Dave Chappelle,Guillermo Diaz,Buddy Film
Lust for Life,1956,122 min.,Vincente Minnelli,Kirk Douglas,Anthony Quinn,Based-on-a-True-Story
Ready Player One,2018,140 min.,Steven Spielberg,Tye Sheridan,Olivia Cooke,Action
Hopscotch,1980,106 min.,Ronald Neame,Glenda Jackson,Walter Matthau,Action
Monster,2003,109 min.,Patty Jenkins,Charlize Theron,Christina Ricci,Based-on-a-True-Story
13th,2016,100 min.,Ava DuVernay,Cory Booker,Angela Davis,Documentary
The Way We Were,1973,118 min.,Sydney Pollack,Robert Redford,Bradford Dillman,Drama
Somebody Up There Likes Me,1956,114 min.,Robert Wise,Paul Newman,Sal Mineo,Based-on-a-True-Story
Rocketman,2019,121 min.,Dexter Fletcher,Taron Egerton,Jamie Bell,Based-on-a-True-Story
Colors,1988,120 min.,Dennis Hopper,Sean Penn,Robert Duvall,Action
Clockers,1995,128 min.,Spike Lee,Harvey Keitel,John Turturro,Coming-of-Age
Godzilla vs. Destoroyah,1995,103 min.,Takao Okawara,Takurô Tatsumi,Yôko Ishino,Action
Love Me If You Dare,2003,90 min.,Yann Samuell,Guillaume Canet,Thibault Verhaeghe,Comedy Drama
Tales from the Crypt,1972,92 min.,Freddie Francis,Ralph Richardson,Joan Collins,Anthology Film
Malena,2000,92 min.,Giuseppe Tornatore,Giuseppe Sulfaro,Luciano Federico,Coming-of-Age
Broken Embraces,2009,127 min.,Pedro Almodóvar,Penélope Cruz,Lluís Homar,Comedy Drama
Rabbit-Proof Fence,2002,94 min.,Phillip Noyce,Everlyn Sampi,Tianna Sansbury,Adventure
Last Night in Soho,2021,116 min.,Edgar Wright,Thomasin McKenzie,Anya Taylor-Joy,Horror
Leave No Trace,2018,109 min.,Debra Granik,Thomasin McKenzie,Ben Foster,Drama
Asteroid City,2023,104 min.,Wes Anderson,Jason Schwartzman,Scarlett Johansson,Comedy Drama
The Bride Wore Black,1968,107 min.,François Truffaut,Jeanne Moreau,Michel Bouquet,Foreign Language Film
The Turin Horse,2011,146 min.,"Béla Tarr, Ágnes Hranitzky",Janos Derzsi,Erika Bók,Drama
Valley Girl,1983,99 min.,Martha Coolidge,Elizabeth Daily,Michael Bowen,Comedy of Manners
Much Ado About Nothing,2012,107 min.,Joss Whedon,Amy Acker,Alexis Denisof,Based-on-Shakespeare
Public Enemies,2009,140 min.,Michael Mann,Johnny Depp,Christian Bale,Based-on-21st-Century-Literature
Educating Rita,1983,110 min.,Lewis Gilbert,Michael Caine,Julie Walters,Based-on-Theatre
Morocco,1930,92 min.,Josef von Sternberg,Gary Cooper,Marlene Dietrich,Drama
Hannibal,2001,131 min.,Ridley Scott,Anthony Hopkins,Julianne Moore,Based-on-20th-Century-Literature
Cold War,2018,84 min.,Pawel Pawlikowski,Joanna Kulig,Tomasz Kot,Costume Romance
Salesman,1969,85 min.,"Albert Maysles, David Maysles,  Charlotte Zwerin",Paul Brennan,Charles McDevitt,Culture and Society
Frequency,2000,118 min.,Gregory Hoblit,Dennis Quaid,Jim Caviezel,Drama
Matinee,1993,99 min.,Joe Dante,John Goodman,Simon Fenton,Comedy Drama
The Transporter,2002,92 min.,"Louis Leterrier, Corey Yuen",Jason Statham,Matt Schulze,Action Thriller
Random Harvest,1942,125 min.,Mervyn LeRoy,Henry Travers,Ronald Colman,Drama
Bullet Train,2022,126 min.,David Leitch,Brad Pitt,Aaron Taylor-Johnson,Action Comedy
The Million,1931,81 min.,René Clair,René Lefèvre,Paul Ollivier,Chase Movie
10 Rillington Place,1971,111 min.,Richard Fleischer,Richard Attenborough,Isobel Black,Crime Drama
Harry and Tonto,1974,115 min.,Paul Mazursky,Art Carney,Geraldine Fitzgerald,Americana
The Emigrants,1971,151 min.,Jan Troell,Liv Ullmann,Max von Sydow,Drama
Berlin: Symphony of a Great City,1927,65 min.,Walter Ruttmann,,,Avant-garde / Experimental
The Big Easy,1986,102 min.,Jim McBride,Dennis Quaid,Ellen Barkin,Crime Thriller
Senso,1954,118 min.,Luchino Visconti,Christian Marquand,Alida Valli,Biopic
Blackfish,2013,83 min.,Gabriela Cowperthwaite,,,Animal Picture
Octopussy,1983,131 min.,John Glen,Roger Moore,Maud Adams,Action Thriller
After the Wedding,2006,120 min.,Susanne Bier,Mads Mikkelsen,Christian Tafdrup,Drama
Newsies,1992,121 min.,Kenny Ortega,Ann-Margret,Christian Bale,Based-on-a-True-Story
Men in Black II,2002,88 min.,Barry Sonnenfeld,Tommy Lee Jones,Will Smith,Action Comedy
Tucker: The Man and His Dream,1988,110 min.,Francis Ford Coppola,Jeff Bridges,Joan Allen,Americana
Freeway,1996,102 min.,Matthew Bright,Kiefer Sutherland,Reese Witherspoon,Black Comedy
Carlos,2010,330 min.,Olivier Assayas,Martha Higareda,Eriq Ebouaney,Based-on-a-True-Story
Dead Reckoning,1947,100 min.,John Cromwell,Humphrey Bogart,Lizabeth Scott,Drama
A Little Princess,1995,97 min.,Alfonso Cuarón,Eleanor Bron,Rusty Schwimmer,Based-on-20th-Century-Literature
61*,2001,129 min.,Billy Crystal,Barry Pepper,Thomas Jane,Drama
State of Play,2009,128 min.,Kevin Macdonald,Russell Crowe,Ben Affleck,Based-on-Television
The Flowers of St. Francis,1950,75 min.,Roberto Rossellini,Gianfranco Bellini,Aldo Fabrizi,Based-on-a-True-Story
The Dinner Game,1998,80 min.,Francis Veber,Thierry Lhermitte,Jacques Villeret,Based-on-Theatre
The Street Fighter,1974,75 min.,Shigehiro Ozawa,Sonny Chiba,Goichi Yamada,Action Thriller
Bedazzled,1967,103 min.,Stanley Donen,Alba,Peter Cook,Black Comedy
Meatballs,1979,99 min.,Ivan Reitman,Jack Blum,Chris Makepeace,Comedy
Beavis and Butt-Head Do America,1996,81 min.,"Mike Judge, Mike de Seve, Brian Mulroney, Yvette Kaplan",Mike Judge,Bruce Willis,Animation
This Sporting Life,1963,134 min.,Lindsay Anderson,Alan Badel,Rachel Roberts,British New Wave
Obvious Child,2014,83 min.,Gillian Robespierre,Jenny Slate,Jake Lacy,Comedy
The Jewel of the Nile,1985,106 min.,Lewis Teague,Michael Douglas,Kathleen Turner,Adventure
The Four Feathers,1939,130 min.,Zoltan Korda,John Clements,C. Aubrey Smith,Adventure
Conquest of the Planet of the Apes,1972,88 min.,J. Lee Thompson,Don Murray,Natalie Trundy,Action
Can't Buy Me Love,1987,94 min.,Steve Rash,Patrick Dempsey,Amanda Peterson,Comedy
Pearl,2022,102 min.,Ti West,Mia Goth,David Corenswet,Horror
Conan the Destroyer,1984,103 min.,Richard Fleischer,Arnold Schwarzenegger,Wilt Chamberlain,Action
The Naked Gun 2½: The Smell of Fear,1991,85 min.,David Zucker,Leslie Nielsen,Priscilla Presley,Absurd Comedy
Brubaker,1980,132 min.,Stuart Rosenberg,Robert Redford,Yaphet Kotto,Docudrama
The Stepfather,1987,89 min.,Joseph Ruben,Terry O'Quinn,Jill Schoelen,Horror
Creepshow 2,1987,92 min.,Michael Gornick,Frank S. Salsedo,Holt McCallany,Anthology Film
Wild,2014,115 min.,Jean-Marc Vallée,Reese Witherspoon,Gaby Hoffman,Based-on-a-True-Story
Father Goose,1964,118 min.,Ralph Nelson,Cary Grant,Leslie Caron,Adventure
The Pacific,2010,600 min.,"Jeremy Podeswa, Timothy Van Patten, David Nutter",James Badge Dale,Joseph Mazzello,Drama
The Barbarian Invasions,2003,99 min.,Denys Arcand,Stéphane Rousseau,Marie-Josée Croze,Comedy Drama
The Dead Pool,1988,91 min.,Buddy Van Horn,Clint Eastwood,Patricia Clarkson,Action
Angel's Egg,1985,71 min.,Mamoru Oshii,Mako Hyôdô,Jinpachi Nezu,Animation
West Side Story,2021,156 min.,Steven Spielberg,Rachel Zegler,Ansel Elgort,Based-on-20th-Century-Literature
The Falcon and the Snowman,1985,131 min.,John Schlesinger,Timothy Hutton,Sean Penn,Docudrama
The Wolverine,2013,126 min.,James Mangold,Hugh Jackman,Will Yun Lee,Action
Things to Come,1936,97 min.,William Cameron Menzies,Raymond Massey,Edward Chapman,Dystopian Film
The Illusionist,2010,80 min.,Sylvain Chomet,Jean-Claude Donda,Edith Rankin,Animation
Operation Petticoat,1959,124 min.,Blake Edwards,Cary Grant,Tony Curtis,Comedy
The End of the Affair,1999,102 min.,Neil Jordan,Ralph Fiennes,Julianne Moore,Costume Romance
National Lampoon's European Vacation,1985,95 min.,Amy Heckerling,Jason Lively,Eric Idle,Comedy
The Castle,1997,85 min.,Rob Sitch,Michael Caton,Stephen Curry,Comedy
The Spirit of St. Louis,1957,135 min.,Billy Wilder,James Stewart,Murray Hamilton,Adventure
Monster's Ball,2001,111 min.,Marc Forster,Heath Ledger,Billy Bob Thornton,Drama
Furious 7,2015,140 min.,James Wan,Dwayne Johnson,Jason Statham,Action Thriller
Jumanji: Welcome to the Jungle,2017,119 min.,Jake Kasdan,Dwayne Johnson,Jack Black,Action Comedy
The New York Ripper,1982,91 min.,Lucio Fulci,Jack Hedley,Almanta Suska,Exploitation Film
Portrait of Jennie,1948,86 min.,William Dieterle,Joseph Cotten,Ethel Barrymore,Drama
The Beatles Anthology,1995,600 min.,"Bob Smeaton, Geoff Wontor, Kevin Godley",Ringo Starr,George Martin,Biography
Medium Cool,1969,111 min.,Haskell Wexler,Robert Forster,Verna Bloom,Drama
Beyond The Mat,1999,102 min.,Barry W. Blaustein,Jesse Ventura,Mick Foley,Biography
Creed II,2018,130 min.,Steven Caple Jr.,Michael B. Jordan,Sylvester Stallone,Drama
Oblivion,2013,124 min.,Joseph Kosinski,Tom Cruise,Andrea Riseborough,Action
X-Men: The Last Stand,2006,104 min.,Brett Ratner,Hugh Jackman,Halle Berry,Action
Diva,1981,117 min.,Jean-Jacques Beineix,Richard Bohringer,Wilhelmenia Fernandez,Foreign Language Film
St. Elmo's Fire,1985,110 min.,Joel Schumacher,Rob Lowe,Andrew McCarthy,Coming-of-Age
Michael Collins,1996,133 min.,Neil Jordan,Liam Neeson,Aidan Quinn,Based-on-a-True-Story
A Monster Calls,2016,108 min.,J.A. Bayona,Sigourney Weaver,Felicity Jones,Childhood Drama
April Fool's Day,1986,89 min.,Fred Walton,Amy Steel,Deborah Foreman,Horror
The Funhouse,1981,96 min.,Tobe Hooper,Elizabeth Berridge,Cooper Huckabee,Horror
The Salton Sea,2002,103 min.,D.J. Caruso,Val Kilmer,Vincent D'Onofrio,Addiction Drama
The Power of the Dog,2021,126 min.,Jane Campion,Benedict Cumberbatch,Kirsten Dunst,Based-on-20th-Century-Literature
Dragon: The Bruce Lee Story,1993,120 min.,Rob Cohen,Jason Scott Lee,Robert Wagner,Based-on-a-True-Story
Payback,1999,90 min.,Brian Helgeland,Mel Gibson,Gregg Henry,Action Thriller
Brain Damage,1988,86 min.,Frank Henenlotter,Rick Hearst,Gordon MacDonald,Black Comedy
An Occurrence at Owl Creek Bridge,1962,28 min.,Robert Enrico,Roger Jacquet,Anne Cornaly,Avant-garde / Experimental
Carnage,2011,79 min.,Roman Polanski,Jodie Foster,Kate Winslet,Based-on-Theatre
Luca,2021,95 min.,Enrico Casarosa,Jacob Tremblay,Jack Dylan Grazer,Adventure Comedy
Hairspray,1988,92 min.,John Waters,Sonny Bono,Ruth Brown,Comedy
Horrible Bosses,2011,100 min.,Seth Gordon,Jason Bateman,Jason Sudeikis,Black Comedy
Trees Lounge,1996,95 min.,Steve Buscemi,Steve Buscemi,Mark Boone Junior,Comedy Drama
The Bridges of Madison County,1995,135 min.,Clint Eastwood,Clint Eastwood,Meryl Streep,Drama
Jack Reacher,2012,130 min.,Christopher McQuarrie,Tom Cruise,Rosamund Pike,Action Thriller
Compulsion,1959,103 min.,Richard Fleischer,Orson Welles,Diane Varsi,Courtroom Drama
Dragons Forever,1988,102 min.,"Sammo Hung, Corey Yuen",Deannie Ip,Wah Yuen,Action Comedy
Lone Wolf and Cub: Baby Cart to Hades,1972,89 min.,Kenji Misumi,Tomisaburo Wakayama,Akihiro Tomikawa,Action
The Mortal Storm,1940,100 min.,Frank Borzage,Margaret Sullavan,James Stewart,Drama
Colossus: The Forbin Project,1970,100 min.,Joseph Sargent,Eric Braeden,Susan Clark,Apocalyptic Film
Ali,2001,157 min.,Michael Mann,Will Smith,Jamie Foxx,Based-on-a-True-Story
The Secret of Roan Inish,1994,103 min.,John Sayles,Eileen Colgan,Jeni Courtney,Adventure Drama
Steel Magnolias,1989,117 min.,Herbert Ross,Dolly Parton,Sally Field,Based-on-Theatre
Beyond the Valley of the Dolls,1970,109 min.,Russ Meyer,Michael Blodgett,Marcia McBroom,Black Comedy
The Accidental Tourist,1988,121 min.,Lawrence Kasdan,William Hurt,Kathleen Turner,Comedy Drama
The Saragossa Manuscript,1965,182 min.,Wojciech Has,Zbigniew Cybulski,Iga Cembrzynska,Adventure Comedy
Beneath the Planet of the Apes,1970,95 min.,Ted Post,James Franciscus,Kim Hunter,Action
Corpse Bride,2005,76 min.,Tim Burton,Johnny Depp,Helena Bonham Carter,Animated Musical
Three O'Clock High,1987,97 min.,Phil Joanou,Casey Siemaszko,Annie Ryan,Comedy
One Cut of the Dead,2017,96 min.,Shin'ichirô Ueda,Takayuki Hamatsu,Yuzuki Akiyama,Black Comedy
Kingdom of Heaven,2005,145 min.,Ridley Scott,Orlando Bloom,Eva Green,Adventure Drama
Vanilla Sky,2001,136 min.,Cameron Crowe,Tom Cruise,Cameron Diaz,Mindbender
Titanic,1996,173 min.,Robert Lieberman,Tim Curry,Catherine Zeta-Jones,Action
Old Yeller,1957,83 min.,Robert Stevenson,Dorothy McGuire,Fess Parker,Animal Picture
T2 Trainspotting,2017,117 min.,Danny Boyle,Ewan McGregor,Robert Carlyle,Black Comedy
Like Water for Chocolate,1992,105 min.,Alfonso Arau,Marco Leonardi,M. Martinez,Drama
House of Sand and Fog,2003,126 min.,Vadim Perelman,Jennifer Connelly,Ben Kingsley,Drama
Homicide,1991,102 min.,David Mamet,Joe Mantegna,Ving Rhames,Crime Drama
Seventh Heaven,1927,110 min.,Frank Borzage,Janet Gaynor,Charles Farrell,Based-on-Theatre
Once Upon a Time in Mexico,2003,102 min.,Robert Rodriguez,Antonio Banderas,Salma Hayek,Action
Orphans of the Storm,1921,150 min.,D.W. Griffith,Lillian Gish,Dorothy Gish,Drama
Erin Brockovich,2000,130 min.,Steven Soderbergh,Julia Roberts,Marg Helgenberger,Based-on-a-True-Story
Death Rides a Horse,1967,114 min.,Giulio Petroni,Lee Van Cleef,John Phillip Law,Foreign Language Film
The Parent Trap,1961,129 min.,David Swift,Maureen O'Hara,Brian Keith,Comedy of Errors
Quai des Orfèvres,1947,106 min.,Henri-Georges Clouzot,Bernard Blier,Simone Renant,Based-on-20th-Century-Literature
The Man with Two Brains,1983,93 min.,Carl Reiner,Steve Martin,Kathleen Turner,Comedy
Alfie,1966,114 min.,Lewis Gilbert,Michael Caine,Shelley Winters,Based-on-Theatre
Midnight Special,2016,111 min.,Jeff Nichols,Michael Shannon,Joel Edgerton,Science Fiction
Nighthawks,1981,99 min.,Bruce Malmuth,Sylvester Stallone,Billy Dee Williams,Action Thriller
War and Peace,1966,453 min.,Sergey Bondarchuk,Sergei Bondarchuk,Lyudmila Savelyeva,Based-on-19th-Century-Literature
Spartan,2004,106 min.,David Mamet,Val Kilmer,William H. Macy,Crime
Night Train to Munich,1940,90 min.,Carol Reed,Margaret Lockwood,Rex Harrison,Spy Film
The Equalizer,2014,128 min.,Antoine Fuqua,Denzel Washington,Marton Csokas,Action Thriller
The Blind Side,2009,128 min.,John Lee Hancock,Sandra Bullock,Tim McGraw,Based-on-a-True-Story
The Devil Wears Prada,2006,109 min.,David Frankel,Meryl Streep,Emily Blunt,Comedy Drama
The Notebook,2004,123 min.,Nick Cassavetes,Ryan Gosling,Rachel McAdams,Drama
War Horse,2011,146 min.,Steven Spielberg,Jeremy Irvine,Emily Watson,Animal Picture
"Distant Voices, Still Lives",1988,85 min.,Terence Davies,Pete Postlethwaite,Carl Chase,Drama
The Inglorious Bastards,1978,99 min.,Enzo G. Castellari,Bo Svenson,Fred Williamson,Action Comedy
How to Succeed in Business Without Really Trying,1967,121 min.,David Swift,Robert Morse,Michele Lee,Based-on-Theatre
Invaders from Mars,1953,78 min.,William Cameron Menzies,Helena Carter,Arthur Franz,Action
Every Which Way But Loose,1978,110 min.,James Fargo,Clint Eastwood,Sondra Locke,Action
Jodorowsky's Dune,2013,88 min.,Frank Pavich,Alejandro Jodorowsky,H.R. Giger,Documentary
American Sniper,2014,132 min.,Clint Eastwood,Bradley Cooper,Sienna Miller,Action
Another Woman,1988,81 min.,Woody Allen,Gena Rowlands,Ian Holm,Drama
Arachnophobia,1990,103 min.,Frank Marshall,Jeff Daniels,Harley Jane Kozak,Comedy
It's a Wonderful World,1939,86 min.,W.S. Van Dyke,Claudette Colbert,James Stewart,Comedy
The Savages,2007,113 min.,Tamara Jenkins,Laura Linney,Philip Seymour Hoffman,Comedy Drama
Amy,2015,128 min.,Asif Kapadia,Amy Winehouse,Mitch Winehouse,Biography
Grand Canyon,1991,134 min.,Lawrence Kasdan,Danny Glover,Kevin Kline,Crime Drama
Charlie Wilson's War,2007,102 min.,Mike Nichols,Tom Hanks,Amy Adams,Based-on-21st-Century-Literature
Tin Cup,1996,135 min.,Ron Shelton,Kevin Costner,Cheech Marin,Comedy
We Were Soldiers,2002,138 min.,Randall Wallace,Chris Klein,Greg Kinnear,Combat Films
The Frisco Kid,1979,114 min.,Robert Aldrich,Gene Wilder,Ramon Bieri,Comedy
Lethal Weapon 3,1992,118 min.,Richard Donner,Mel Gibson,Danny Glover,Action Comedy
Pride,2014,120 min.,Matthew Warchus,Bill Nighy,Imelda Staunton,Based-on-a-True-Story
Blithe Spirit,1945,96 min.,David Lean,Rex Harrison,Constance Cummings,Based-on-Theatre
Spy Game,2001,126 min.,Tony Scott,Robert Redford,Brad Pitt,Paranoid Thriller
Far and Away,1992,140 min.,Ron Howard,Nicole Kidman,Tom Cruise,Adventure Drama
Die Nibelungen: Kriemhild's Revenge,1924,144 min.,Fritz Lang,Margarete Schön,Gertrud Arnold,Adventure
Mystery Men,1999,121 min.,Kinka Usher,Ben Stiller,Hank Azaria,Action Comedy
BASEketball,1998,103 min.,David Zucker,Trey Parker,Matt Stone,Absurd Comedy
Enough Said,2013,93 min.,Nicole Holofcener,James Gandolfini,Toni Collette,Comedy Drama
The Revenge of Frankenstein,1958,89 min.,Terence Fisher,Peter Cushing,Francis Matthews,Costume Horror
Shotgun Stories,2007,92 min.,Jeff Nichols,Michael Shannon,Douglas Ligon,Americana
Pumping Iron,1977,85 min.,George Butler,Arnold Schwarzenegger,Lou Ferrigno,Biography
Babe,1995,89 min.,Chris Noonan,James Cromwell,Magda Szubanski,Animal Picture
The Butcher,1970,93 min.,Claude Chabrol,Stéphane Audran,Jean Yanne,Foreign Language Film
The Counterfeiters,2007,98 min.,Stefan Ruzowitzky,Karl Markovics,August Diehl,Drama
The Tramp,1915,32 min.,Charles Chaplin,Charles Chaplin,Edna Purviance,Comedy
Biutiful,2010,147 min.,Alejandro González Iñárritu,Javier Bardem,Maricel Álvarez,Drama
Isle of the Dead,1945,71 min.,Mark Robson,Marc Cramer,Helene Thimig,Horror
Doctor Strange in the Multiverse of Madness,2022,126 min.,Sam Raimi,Benedict Cumberbatch,Elizabeth Olsen,Action
The Thomas Crown Affair,1999,113 min.,John McTiernan,Pierce Brosnan,Rene Russo,Caper
The Four Musketeers,1974,108 min.,Richard Lester,Richard Chamberlain,Michael York,Action
